movie_id,title,genre,director,language,release_year,rating,duration_min,popularity
989,Movie_989,"Thriller, Adventure",Neha Kapoor,Spanish,2024,1.9,174,5398
990,Movie_990,"Action, Comedy, Drama",Raj Mehta,French,2017,1.5,104,5735
991,Movie_991,Comedy,Raj Mehta,French,2018,5.9,85,78
992,Movie_992,"Romance, Comedy, Fantasy",Rahul Verma,English,2007,2.1,134,2512
993,Movie_993,"Romance, Comedy, Adventure",Priya Singh,French,2021,5.7,163,5612
994,Movie_994,Sci-Fi,Raj Mehta,English,2022,4.3,137,9238
995,Movie_995,"Adventure, Fantasy",Priya Singh,English,2000,8.7,83,3161
996,Movie_996,Thriller,Priya Singh,Hindi,2016,8.4,172,4248
997,Movie_997,"Action, Drama, Thriller",Arjun Gupta,English,2019,6.7,81,6085
998,Movie_998,"Action, Fantasy",Neha Kapoor,Hindi,2022,6.8,150,1512
999,Movie_999,"Adventure, Fantasy",Ankit Sharma,English,2007,5.4,95,7634
1000,Movie_1000,"Action, Drama",Raj Mehta,Spanish,2013,1.6,161,7730
